competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,created_at,eta_date
Dvflora,67352,Rose Wht Playa Blnca 50cm,Roses-Standard,Stem,White,50,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53704,Rose Wht Playa Blnca 60c Cs100,Roses-Standard,Stem,White,60,1,1.89,1.89,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67353,Rose Wht Playa Blnca 60cm,Roses-Standard,Stem,White,60,1,1.99,1.99,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57045,Rose Wht Playa Blnca 60cm cs50,Roses-Standard,Stem,White,60,1,1.89,1.89,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67354,Rose Wht Playa Blnca 70/80cm,Roses-Standard,Stem,White,70,70,2.09,2.09,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40002,Rose Dyed Blue 60cm,Roses-Standard,Stem,Dyed,60,1,2.49,2.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23354,Pom Pon Yellow Dsy Reagan 5pk,Pom Pons,Bu,Yellow,,1,3.99,3.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23268,Pom Pon Lav. Daisy Reagan 5pk,Pom Pons,Bu,Lavender,,1,3.99,3.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51023,Rose Var Sweetberry 60cm DVF,Roses-Standard,Stem,Bicolor,60,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23174,Pom Pon Asst Daisy 12pk,Pom Pons,Bu,Assorted,,1,4.39,4.39,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48286,Pom Pon Asst Daisy 12pk,Pom Pons,Bu,Assorted,,1,4.19,4.19,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62052,Pom Pon Asst Daisy 12pk,Pom Pons,Bu,Assorted,,1,3.79,3.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54113,Pom Pon Asst Daisy 14p,Pom Pons,Bu,Assorted,,1,4.19,4.19,14,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23264,Pom Pon Asst Daisy 15pk,Pom Pons,Bu,Assorted,,1,4.19,4.19,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60660,Pom Pon Asst Daisy 16pk,Pom Pons,Bu,Assorted,,1,3.29,3.29,16,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23200,Pom Pon White Daisy Alma,Pom Pons,Bu,White,,1,4.59,4.59,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50751,Pom Pon White Daisy Alma 12pk,Pom Pons,Bu,White,,1,4.59,4.59,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54593,Pom Pon White Daisy Alma 12pk,Pom Pons,Bu,White,,1,4.69,4.69,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54736,Pom Pon White Daisy Alma 6pk,Pom Pons,Bu,White,,1,3.99,3.99,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62814,Pom Pon White Daisy Alma 6pk,Pom Pons,Bu,White,,1,4.39,4.39,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67092,Pom Pon White Daisy Coco 12pk,Pom Pons,Bu,White,,1,4.19,4.19,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23347,Pom Pon White Daisy Reagan 15p,Pom Pons,Bu,White,,1,3.79,3.79,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52166,Pom Pon White Top Dollar 6pk,Pom Pons,Bu,White,,1,5.19,5.19,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62875,Pom Pon Lav. Daisy Atlantis 6p,Pom Pons,Bu,Lavender,,1,3.89,3.89,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23333,Pom Pon Lav. Daisy Melrose 12p,Pom Pons,Bu,Lavender,,1,4.79,4.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23229,Pom Pon Lavender Daisy,Pom Pons,Bu,Lavender,,1,4.69,4.69,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57985,Pom Pon White Daisy Coconut,Pom Pons,Bu,White,,1,4.99,4.99,16,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54818,Pom Pon White Daisy Coconut 6p,Pom Pons,Bu,White,,1,3.99,3.99,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59109,Pom Pon Pink-Lt Dsy Coconut 5p,Pom Pons,Bu,Pink,,1,3.79,3.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46897,Rose Pk Hermosa 50cm,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43736,Rose Pk Hermosa 50cm cs50,Roses-Standard,Stem,Pink,50,1,1.45,1.45,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46898,Rose Pk Hermosa 60cm,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49937,Rose Pk Hermosa 60cm cs100,Roses-Standard,Stem,Pink,60,1,1.55,1.55,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24053,Rose Pk Hermosa 60cm Cs50,Roses-Standard,Stem,Pink,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,44993,Rose Pk Hermosa 70/80cm,Roses-Standard,Stem,Pink,70,70,1.75,1.75,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52666,Rose Pch Alejandra 50cm,Roses-Standard,Stem,Peach,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37806,Pom Pon Green Button Country,Pom Pons,Bu,Green,,1,4.69,4.69,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50750,Pom Pon Peach Cush Champagne,Pom Pons,Bu,Peach Light,,1,4.59,4.59,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50750,Pom Pon Peach Cush Champagne,Pom Pons,Bu,Peach,,1,4.59,4.59,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65418,Rose Rd Black Pearl 50cm,Roses-Standard,Stem,Red,50,1,1.25,1.25,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65691,Rose Rd Black Pearl 60cm,Roses-Standard,Stem,Red,60,1,1.35,1.35,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25900,Rose Pk Shy 50cm cs50,Roses-Standard,Stem,Pink,50,1,1.39,1.39,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42707,Rose Pk Shy 50cm DVF,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52551,Rose Pk Shy 60cm cs50,Roses-Standard,Stem,Pink,60,1,1.49,1.49,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42708,Rose Pk Shy 60cm DVF,Roses-Standard,Stem,Pink,60,1,1.59,1.59,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52113,Pom Pon Yellow Zippo 12pk,Pom Pons,Bu,Yellow,,1,4.79,4.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50910,Pom Pon Salmon Smokey 6pk,Pom Pons,Bu,Salmon,,1,3.79,3.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42351,Pom Pon Purple Cushion,Pom Pons,Bu,Purple,,1,4.79,4.79,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62870,Pom Pon Purple Cushion 6pk,Pom Pons,Bu,Purple,,1,3.79,3.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67165,Pom Pon White Cush Polaris 5pk,Pom Pons,Bu,White,,1,3.99,3.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42351,Pom Pon Purple Cushion,Pom Pons,Bu,Assorted,,1,4.79,4.79,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53679,Pom Pon Pink Cushion,Pom Pons,Bu,Pink,,1,4.59,4.59,20,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59110,Pom Pon Pink Cushion Ptrshka 6,Pom Pons,Bu,Pink,,1,4.09,4.09,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68832,Rose Pk Nuage 50cm DVF,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53747,Rose Pk Nuage 50cn cs50,Roses-Standard,Stem,Pink,50,1,1.39,1.39,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68833,Rose Pk Nuage 60cm DVF,Roses-Standard,Stem,Pink,60,1,1.59,1.59,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23188,Pom Pon Yellow Cushion 12pk,Pom Pons,Bu,Yellow,,1,4.09,4.09,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23273,Pom Pon Yellow Cushion 5pk,Pom Pons,Bu,Yellow,,1,4.09,4.09,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62868,Pom Pon Yellow Cushion 6pk,Pom Pons,Bu,Yellow,,1,3.69,3.69,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52161,Pom Pon Lav. Cush Trissia 6pk,Pom Pons,Bu,Lavender,,1,4.49,4.49,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23178,Pom Pon Lav. Cushion,Pom Pons,Bu,Lavender,,1,4.59,4.59,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62869,Pom Pon Lav. Cushion 6pk,Pom Pons,Bu,Lavender,,1,4.59,4.59,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59187,Pom Pon Blue Ocean Asst 18pk,Pom Pons,Bu,Assorted,,1,5.89,5.89,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59187,Pom Pon Blue Ocean Asst 18pk,Pom Pons,Bu,Blue Ocean Assorted,,1,5.89,5.89,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59187,Pom Pon Blue Ocean Asst 18pk,Pom Pons,Bu,Blue,,1,5.89,5.89,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59172,Pom Pon Blue Ocean Prp Sapphir,Pom Pons,Bu,Purple,,1,5.79,5.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24303,Rose Hpk Country Blues 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.55,1.55,25,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24379,Rose HPk Country Blues 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30710,Rose HPk Country Blues 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52511,Rose Hpk Country Blues 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24959,Rose HPk Country Blues 60cm,Roses-Standard,Stem,Pink Hot,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58016,Pom Pon Yellow Factor Daisy 6p,Pom Pons,Bu,Yellow,,1,4.69,4.69,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60879,Pom Pon Ylw Daisy Factor,Pom Pons,Bu,Yellow,,1,4.99,4.99,13,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23186,Pom Pon Ylw Daisy Factor 12pk,Pom Pons,Bu,Yellow,,1,4.49,4.49,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59172,Pom Pon Blue Ocean Prp Sapphir,Pom Pons,Bu,Blue,,1,5.79,5.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68712,Rose Gr Lemonade 40cm,Roses-Standard,Stem,Green,40,1,1.19,1.19,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51792,Rose Gr Lemonade 60cm,Roses-Standard,Stem,Green,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51793,Rose Gr Lemonade 70-80cm,Roses-Standard,Stem,Green,70,1,1.69,1.69,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23355,Pom Pon White Csh Artic Qn 12p,Pom Pons,Bu,White,,1,4.99,4.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62867,Pom Pon White Cush Arc Que 6pk,Pom Pons,Bu,White,,1,4.99,4.99,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50902,Pom Pon White Cush Arct Qn 13p,Pom Pons,Bu,White,,1,5.49,5.49,13,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34789,Pom Pon White Cush Artic Queen,Pom Pons,Bu,White,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50944,Pom Pon White Cush Bonita 13pk,Pom Pons,Bu,White,,1,4.79,4.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23296,Pom Pon White Cush Maisy,Pom Pons,Bu,White,,1,4.89,4.89,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23325,Pom Pon White Cush Maisy 12pk,Pom Pons,Bu,White,,1,3.69,3.69,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62866,Pom Pon White Cush Maisy 6pk,Pom Pons,Bu,White,,1,3.59,3.59,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23183,Pom Pon White Cush Polaris,Pom Pons,Bu,White,,1,5.29,5.29,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23294,Pom Pon White Cush Polaris 12p,Pom Pons,Bu,White,,1,3.99,3.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37624,Pom Pon White Cushion 14pk,Pom Pons,Bu,White,,1,3.49,3.49,14,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24303,Rose Hpk Country Blues 50cm,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24379,Rose HPk Country Blues 50cm,Roses-Standard,Stem,Pink,50,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30710,Rose HPk Country Blues 50cm,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52511,Rose Hpk Country Blues 50cm,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24959,Rose HPk Country Blues 60cm,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60961,Pom Pon Novelty Ying Yang,Pom Pons,Bu,White,,1,3.89,3.89,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52156,Pom Pon White Eagle 6pk,Pom Pons,Bu,White,,1,4.29,4.29,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67619,Pom Pon Novelty Asst 12pk,Pom Pons,Bu,Assorted,,1,3.79,3.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52115,Pom Pon Novelty Pink Amaze 6p,Pom Pons,Bu,Pink,,1,4.79,4.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54799,Pom Pon Nov Green Alemani 6pk,Pom Pons,Bu,Green,,1,3.99,3.99,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54777,Pom Pon Nov. Shortcake  12pk,Pom Pons,Bu,Bicolor,,1,4.99,4.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54825,Pom Pon Nov. Shortcake 6pk,Pom Pons,Bu,Bicolor,,1,5.49,5.49,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42347,Pom Pon Novelty Wh/Grn Alba,Pom Pons,Bu,Bicolor,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52030,Rose Org Crush 50cm,Roses-Standard,Stem,Orange,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30549,Rose Org Crush 50cm Cs50,Roses-Standard,Stem,Orange,50,1,1.29,1.29,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43875,Rose Org Crush 50cm Cs50,Roses-Standard,Stem,Orange,50,1,1.69,1.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52861,Rose Org Crush 50cm DVF,Roses-Standard,Stem,Orange,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52031,Rose Org Crush 60cm,Roses-Standard,Stem,Orange,60,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59596,Pom Pon Nov. Purple Aipom 5pk,Pom Pons,Bu,Purple,,1,4.59,4.59,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59720,Pom Pon Novelty Prp Amaze 6pk,Pom Pons,Bu,Purple,,1,4.79,4.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23323,Pom Pon Purple Delirock,Pom Pons,Bu,Purple,,1,3.49,3.49,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54577,Pom Pon Nov. Yellow Lennox,Pom Pons,Bu,Yellow,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62958,Pom Pon Org Atlanti Daisy 6pk,Pom Pons,Bu,Orange,,1,3.79,3.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23235,Pom Pon White Daisy Atlan. 5pk,Pom Pons,Bu,White,,1,3.99,3.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62873,Pom Pon White Daisy Atlant 6pk,Pom Pons,Bu,White,,1,4.89,4.89,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54700,Pom Pon Peach Cushion 6pk,Pom Pons,Bu,Peach,,1,4.79,4.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50937,Florinca Assorted 10pk,Alstroemeria,Bu,Assorted,,1,5.69,5.69,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
